year;competition_name;event_name;distance;time_limit;main_measurement_unit;second_measurement_unit;min_weight;max_weight;weights;deadlift;attempts;max_lifts;lifts_num;implements_num;implements
2020;Arnold Strongman Classic;Max Deadlift;;;;;;;;;;;;;
2020;Arnold Strongman Classic;Loading Race;;;;;;;;;;;;;
2020;Arnold Strongman Classic;Truck Pull;;;s;m;;;;;;;;;
2020;Arnold Strongman Classic;Log Lift;;;reps;;;;;;;;;;
2020;Arnold Strongman Classic;Car Flip;;;s;;;;;;;;;;
2020;Arnold Strongman Classic;H̼safell Stone;;;m;;;;;;;;;;
2020;Arnold Strongman Classic;Max Squat;;;kg;;;;;;;;;;
2020;Arnold Strongman Classic;Loading Race;;;s;reps;105.0;105.0;[105.0];;;6;;1;['each']
2020;Arnold Strongman Classic;Max Deadlift;;;kg;;;;;18-inch deadlift;;;;;
2020;Arnold Strongman Classic;Medley;;;s;;;;;;;;;;
2020;Arnold Strongman Classic;Farmer's Walk;80.0;;s;m;120.0;120.0;[120.0];;;;;;
2020;Arnold Strongman Classic;Truck Pull;;;s;;;;;;;;;;
2020;Arnold Strongman Classic;H̼safell Stone;;;m;;;;;;;;;;
2020;Arnold Strongman Classic;Car Flip;;;s;;;;;;;;;;
2020;Arnold Strongman Classic;Power Stairs;;;s;;;;;;;;;;
2020;Arnold Strongman Classic;Max Log Lift;;;kg;;;;;;;;;;
2020;Arnold Strongman Classic;Conan's Wheel;;;;;;;;;;;;;
2020;Arnold Strongman Classic;Medley;;;s;;;;;;;;;;
2020;Arnold Strongman Classic;Super Yoke;30.0;;s;m;363.0;363.0;[363.0];;;;;;
2020;Arnold Strongman Classic;Max Deadlift;;;kg;;;;;;;;;;
2020;Arnold Strongman Classic;Arm Over Arm Pull;;;s;;300.0;300.0;[300.0];;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;75.0;s;reps;95.0;160.0;[95.0, 160.0];;;5;;5.0;
2020;Arnold Strongman Classic;Plane Pull;;;s;m;70000.0;70000.0;[70000.0];;;;;;
2020;Arnold Strongman Classic;Viking Press;;;reps;;121.0;121.0;[121.0];;;;;;
2020;Arnold Strongman Classic;Medley;;90.0;s;m;120.0;350.0;[120.0, 300.0, 350.0];;;4.0;;3;"[""farmer's walk"", 'tire flip', 'chain drag']"
2020;Arnold Strongman Classic;Super Yoke;25.0;;s;;363.0;363.0;[363.0];;;;;;
2020;Arnold Strongman Classic;Power Stairs;;;s;stairs;200.0;200.0;[200.0];;;24.0;;;
2020;Arnold Strongman Classic;Deadlift Hold;;;s;;;;;;;;;;
2020;Arnold Strongman Classic;Farmer's Walk;70.0;;s;;120.0;120.0;[120.0];;;;;;
2020;Arnold Strongman Classic;Truck Pull;;;s;;;;;;;;;;
2020;Arnold Strongman Classic;Fingal's Fingers;;;s;reps;200.0;300.0;[200.0, 300.0];;;5.0;;5.0;
2020;Arnold Strongman Classic;Atlas Stones;;;s;reps;95.0;160.0;[95.0, 160.0];;;5;;5.0;
2020;Arnold Strongman Classic;Carry & Flip;35.0;75.0;s;m;365.0;390.0;[365.0, 390.0];;;;;2;['yoke', 'tire']
2020;Arnold Strongman Classic;Squat Lift;;60.0;reps;;318.0;318.0;[318.0];;;;;;
2020;Arnold Strongman Classic;Farmer's Walk;60.0;;s;m;125.0;125.0;[125.0];;;;;;
2020;Arnold Strongman Classic;Log Lift;;75.0;reps;;120.0;120.0;[120.0];;;;;;
2020;Arnold Strongman Classic;Vertical Lift;;;s;m;;;;;;;;;
2020;Arnold Strongman Classic;Conan's Wheel;;;;;;;;;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;75.0;s;reps;100.0;160.0;[100.0, 160.0];;;5.0;;5.0;
2020;Arnold Strongman Classic;Flip & Drag;30.0;75.0;s;m;300.0;400.0;[400.0, 300.0];;;;;2;['tire flip', 'chain drag']
2020;Arnold Strongman Classic;Farmer's Walk;75.0;75.0;s;m;120.0;120.0;[120.0];;;;;;
2020;Arnold Strongman Classic;Squat Lift;;;reps;;318.0;318.0;[318.0];;;;;;
2020;Arnold Strongman Classic;Truck Pull;30.0;75.0;s;m;;;;;;;;;
2020;Arnold Strongman Classic;Shield Carry;;;m;;175.0;175.0;[175.0];;;;;;
2020;Arnold Strongman Classic;Deadlift;;;reps;;;;;Car deadlift;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;75.0;s;reps;100.0;160.0;[100.0, 160.0];;;5;;5.0;
2020;Arnold Strongman Classic;Carry & Drag;30.0;;s;m;225.0;285.0;[225.0, 285.0];;;;;2;['duck walk', 'chain drag']
2020;Arnold Strongman Classic;Overhead Medley;;75.0;s;reps;135.0;165.0;[135.0, 165.0];;;4;;4.0;
2020;Arnold Strongman Classic;Hercules Hold;;;s;;160.0;160.0;[160.0];;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;75.0;s;reps;100.0;160.0;[100.0, 160.0];;;5;;5.0;
2020;Arnold Strongman Classic;Train Pull;25.0;75.0;s;;16000.0;16000.0;[16000.0];;;;;;
2020;Arnold Strongman Classic;Deadlift;;75.0;s;reps;295.0;365.0;[295.0, 365.0];;;7.0;;1;['']
2020;Arnold Strongman Classic;Farmer's Walk;75.0;75.0;s;;120.0;120.0;[120.0];;;;;;
2020;Arnold Strongman Classic;Medley;50.0;75.0;s;;100.0;160.0;[100.0, 160.0];;;;;2;"['anchor carry', ""farmer's walk""]"
2020;Arnold Strongman Classic;Fridge Carry;25.0;75.0;s;m;410.0;410.0;[410.0];;;;;;
2020;Arnold Strongman Classic;Deadlift;;;s;reps;;;;Car deadlift;;6;;;
2020;Arnold Strongman Classic;Squat Lift;;75.0;s;reps;265.0;370.0;[265.0, 370.0];;;7.0;;1;['']
2020;Arnold Strongman Classic;Safe Lift;;75.0;s;reps;120.0;120.0;[120.0];;;13;;;
2020;Arnold Strongman Classic;Truck Pull;;;s;;;;;;;;;;
2020;Arnold Strongman Classic;Loading Race;35.0;75.0;s;m;;;;;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;75.0;s;reps;100.0;160.0;[100.0, 160.0];;;5;;5.0;
2020;Arnold Strongman Classic;Fingal's Fingers;;75.0;s;reps;200.0;300.0;[200.0, 300.0];;;5;;5.0;
2020;Arnold Strongman Classic;Hercules Hold;;;s;;160.0;160.0;[160.0];;;;;;
2020;Arnold Strongman Classic;Fridge Carry;20.0;75.0;s;m;410.0;410.0;[410.0];;;;;;
2020;Arnold Strongman Classic;Log Lift;;75.0;reps;;130.0;130.0;[130.0];;;;;;
2020;Arnold Strongman Classic;Squat Lift;;75.0;s;reps;260.0;360.0;[260.0, 360.0];;;7;;1;['']
2020;Arnold Strongman Classic;Ding Carry;;;m;;160.0;160.0;[160.0];;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;75.0;s;reps;100.0;160.0;[100.0, 160.0];;;5;;5.0;
2020;Arnold Strongman Classic;Deadlift;;75.0;reps;;310.0;310.0;[310.0];Car deadlift;;;;;
2020;Arnold Strongman Classic;Power Stairs;;90.0;s;;230.0;230.0;[230.0];;;23.0;;;
2020;Arnold Strongman Classic;Rock Press;;90.0;s;reps;103.0;133.0;[103.0, 133.0];;;4;;4.0;
2020;Arnold Strongman Classic;Fingal's Fingers;;75.0;s;reps;200.0;300.0;[200.0, 300.0];;;5;;5.0;
2020;Arnold Strongman Classic;Bus Pull;20.0;75.0;m;;;;;;;;;;
2020;Arnold Strongman Classic;Car Walk;30.0;75.0;s;m;420.0;420.0;[420.0];;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;75.0;s;reps;100.0;160.0;[100.0, 160.0];;;5;;5.0;
2020;Arnold Strongman Classic;Loading Race;;75.0;s;reps;111.0;111.0;[111.0];;;16.0;;4.0;
2020;Arnold Strongman Classic;Safe Lift;;75.0;reps;;115.0;115.0;[115.0];;;;;;
2020;Arnold Strongman Classic;Fingal's Fingers;;75.0;s;reps;200.0;300.0;[200.0, 300.0];;;5;;5.0;
2020;Arnold Strongman Classic;Deadlift;;75.0;reps;;345.0;345.0;[345.0];Car deadlift;;;;;
2020;Arnold Strongman Classic;Truck Pull;;;s;m;;;;;;;;;
2020;Arnold Strongman Classic;Car Walk;25.0;75.0;s;;400.0;400.0;[400.0];;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;75.0;s;reps;100.0;160.0;[100.0, 160.0];;;5;;5.0;
2020;Arnold Strongman Classic;Power Stairs;;75.0;s;stairs;225.0;225.0;[225.0];;;14.0;;;
2020;Arnold Strongman Classic;Car Walk;25.0;75.0;s;m;410.0;410.0;[410.0];;;;;;
2020;Arnold Strongman Classic;Fingal's Fingers;;75.0;s;reps;200.0;320.0;[200.0, 320.0];;;5;;5.0;
2020;Arnold Strongman Classic;Deadlift;;75.0;reps;;;;;Car deadlift;;;;;
2020;Arnold Strongman Classic;Log Lift;;75.0;reps;;140.0;140.0;[140.0];;;;;;
2020;Arnold Strongman Classic;Plane Pull;25.0;75.0;s;m;40000.0;40000.0;[40000.0];;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;75.0;s;;100.0;180.0;[100.0, 180.0];;;5;;5.0;
2020;Arnold Strongman Classic;Fingal's Fingers;;75.0;s;reps;200.0;320.0;[200.0, 320.0];;;5;;5.0;
2020;Arnold Strongman Classic;Farmer's Walk;50.0;75.0;s;m;160.0;160.0;[160.0];;;;;;
2020;Arnold Strongman Classic;Plane Pull;25.0;75.0;s;;40000.0;40000.0;[40000.0];;;;;;
2020;Arnold Strongman Classic;Axle Press;;;reps;;;;;;;;;;
2020;Arnold Strongman Classic;Arm Over Arm Pull;20.0;75.0;s;m;300.0;300.0;[300.0];;;;;;
2020;Arnold Strongman Classic;Deadlift;;75.0;reps;;;;;Car deadlift;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;75.0;s;reps;100.0;180.0;[100.0, 180.0];;;5;;5.0;
2020;Arnold Strongman Classic;Loading Race;;75.0;s;reps;125.0;125.0;[125.0];;;9.0;;3.0;
2020;Arnold Strongman Classic;Keg Toss;4.0;75.0;s;reps;17.0;24.0;[17.0, 24.0];;;8;;1;['']
2020;Arnold Strongman Classic;Max Log Lift;;;kg;;;;;;;;;;
2020;Arnold Strongman Classic;Frame Carry;40.0;75.0;s;m;360.0;360.0;[360.0];;;;;;
2020;Arnold Strongman Classic;Deadlift;;75.0;reps;;355.0;355.0;[355.0];Car deadlift;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;75.0;s;reps;100.0;180.0;[100.0, 180.0];;;5;;5.0;
2020;Arnold Strongman Classic;Frame Carry;30.0;75.0;s;m;375.0;375.0;[375.0];;;;;;
2020;Arnold Strongman Classic;Super Yoke;25.0;75.0;s;m;450.0;450.0;[450.0];;;;;;
2020;Arnold Strongman Classic;Truck Pull;30.0;75.0;s;m;10000.0;10000.0;[10000.0];;;;;;
2020;Arnold Strongman Classic;Max Deadlift;;;kg;;;;;;;;;;
2020;Arnold Strongman Classic;Log Lift;;75.0;reps;;155.0;155.0;[155.0];;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;75.0;s;reps;120.0;180.0;[120.0, 180.0];;;5;;5.0;
2020;Arnold Strongman Classic;Super Yoke;40.0;75.0;s;m;440.0;440.0;[440.0];;;;;;
2020;Arnold Strongman Classic;Max Log Lift;;;kg;;;;;;;;;;
2020;Arnold Strongman Classic;Bus Pull;25.0;75.0;s;m;24500.0;24500.0;[24500.0];;;;;;
2020;Arnold Strongman Classic;Deadlift;;60.0;reps;;360.0;360.0;[360.0];;;;;;
2020;Arnold Strongman Classic;Natural Stones;;75.0;s;reps;137.0;170.0;[137.0, 170.0];;;5;;5.0;
2020;Arnold Strongman Classic;Power Stairs;;75.0;s;stairs;225.0;225.0;[225.0];;;15.0;;;
2020;Arnold Strongman Classic;Frame Carry;30.0;60.0;s;m;375.0;375.0;[375.0];;;;;;
2020;Arnold Strongman Classic;Truck Pull;25.0;75.0;s;;16000.0;16000.0;[16000.0];;;;;;
2020;Arnold Strongman Classic;Super Yoke;20.0;60.0;s;;480.0;480.0;[480.0];;;;;;
2020;Arnold Strongman Classic;Max Deadlift;;;kg;;;;;;;;;;
2020;Arnold Strongman Classic;Overhead Medley;;75.0;s;reps;110.0;180.0;[110.0, 170.0, 120.0, 180.0];;;4.0;;4;['dumbbell', 'barbell', 'dumbbell', 'barbell']
2020;Arnold Strongman Classic;Atlas Stones;;60.0;s;reps;130.0;186.0;[130.0, 186.0];;;5;;5.0;
2020;Arnold Strongman Classic;Loading Race;;60.0;s;reps;100.0;100.0;[100.0];;;9.0;;3.0;
2020;Arnold Strongman Classic;Overhead Medley;;60.0;s;reps;105.0;163.0;[105.0, 163.0];;;8.0;;2;['dumbbell', 'axle']
2020;Arnold Strongman Classic;Keg Toss;4.9;60.0;s;reps;18.0;25.0;[18.0, 25.0];;;8;;1;['']
2020;Arnold Strongman Classic;Truck Pull;25.0;60.0;s;m;24000.0;24000.0;[24000.0];;;;;;
2020;Arnold Strongman Classic;Squat Lift;;60.0;reps;;329.0;329.0;[329.0];;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;60.0;s;reps;130.0;186.0;[130.0, 186.0];;;5;;5.0;
2020;Arnold Strongman Classic;Super Yoke;20.0;60.0;s;m;500.0;500.0;[500.0];;;;;;
2020;Arnold Strongman Classic;Deadlift;;60.0;reps;;370.0;370.0;[370.0];;;;;;
2020;Arnold Strongman Classic;Truck Pull;25.0;60.0;m;;28000.0;28000.0;[28000.0];;;;;;
2020;Arnold Strongman Classic;Power Stairs;;60.0;s;stairs;225.0;225.0;[225.0];;;15.0;;;
2020;Arnold Strongman Classic;Max Log Lift;;;kg;;;;;;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;60.0;s;reps;150.0;210.0;[150.0, 210.0];;;5;;5.0;
2020;Arnold Strongman Classic;Frame Carry;30.0;60.0;s;m;375.0;375.0;[375.0];;;;;;
2020;Arnold Strongman Classic;Circus Barbell;;75.0;reps;;163.0;163.0;[163.0];;;;;;
2020;Arnold Strongman Classic;Max Deadlift;;;kg;;;;;;;;;;
2020;Arnold Strongman Classic;Plane Pull;25.0;60.0;m;;40000.0;40000.0;[40000.0];;;;;;
2020;Arnold Strongman Classic;Kettlebell Throw;4.8;60.0;s;reps;20.0;30.0;[20.0, 30.0];;;7.0;;1;['']
2020;Arnold Strongman Classic;Atlas Stones;;60.0;s;reps;150.0;210.0;[150.0, 210.0];;;5;;5.0;
2020;Arnold Strongman Classic;Tire Flip;;60.0;s;;500.0;500.0;[500.0];;;;;;
2020;Arnold Strongman Classic;Squat Lift;;60.0;reps;;320.0;320.0;[320.0];;;;;;
2020;Arnold Strongman Classic;Viking Press;;60.0;reps;;160.0;160.0;[160.0];;;;;;
2020;Arnold Strongman Classic;Plane Pull;30.0;60.0;s;m;26000.0;26000.0;[26000.0];;;;;;
2020;Arnold Strongman Classic;Max Deadlift;;;kg;;;;;;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;60.0;s;reps;150.0;210.0;[150.0, 210.0];;;5;;5.0;
2020;Arnold Strongman Classic;Frame Carry;30.0;60.0;s;m;375.0;375.0;[375.0];;;;;;
2020;Arnold Strongman Classic;Deadlift;;60.0;reps;;386.0;386.0;[386.0];Car deadlift;;;;;
2020;Arnold Strongman Classic;Overhead Press;;;kg;;;;;;;1;;1;
2020;Arnold Strongman Classic;Bus Pull;25.0;60.0;s;;28000.0;28000.0;[28000.0];;;;;;
2020;Arnold Strongman Classic;Loading Race;10.0;75.0;s;reps;105.0;150.0;[105.0, 125.0, 120.0, 150.0, 120.0];;;5;;5;['anchor', 'anvil', 'keg', 'sack', 'safe']
2020;Arnold Strongman Classic;Atlas Stones;;60.0;s;reps;150.0;210.0;[150.0, 210.0];;;5.0;;5.0;
2020;Arnold Strongman Classic;Loading Race;12.0;75.0;s;reps;120.0;140.0;[120.0, 140.0, 140.0];;;16.0;;3;['barrel', 'anvil', 'sacks']
2020;Arnold Strongman Classic;Overhead Medley;;60.0;s;reps;60.0;170.0;[60.0, 100.0, 160.0, 170.0];;;4;;4;['double dumbbells', 'circus dumbbell', 'circus barbell', 'log']
2020;Arnold Strongman Classic;Squat Lift;;75.0;reps;;340.0;340.0;[340.0];;;;;;
2020;Arnold Strongman Classic;Deadlift Hold;;;s;;320.0;320.0;[320.0];;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;60.0;s;reps;150.0;210.0;[150.0, 210.0];;;5;;5.0;
2020;Arnold Strongman Classic;Giant's Medley;25.0;75.0;s;m;125.0;454.0;[125.0, 454.0];;;;;2;['anvil', 'yoke']
2020;Arnold Strongman Classic;Max Deadlift;;;kg;;;;;18-inch deadlift;;;;;
2020;Arnold Strongman Classic;Keg Toss;4.5;60.0;s;reps;18.0;25.0;[18.0, 25.0];;;8;;1;['']
2020;Arnold Strongman Classic;Hercules Hold;;;s;;;;;;;;;;
2020;Arnold Strongman Classic;Log Ladder;;75.0;s;reps;131.0;182.5;[131.0, 182.5];;;5.0;;5.0;
2020;Arnold Strongman Classic;Atlas Stones;;60.0;s;reps;150.0;210.0;[150.0, 210.0];;;5.0;;5.0;
2020;Arnold Strongman Classic;Giant's Medley;25.0;60.0;s;m;350.0;440.0;[440.0, 350.0];;;;;2;['yoke', 'frame']
2020;Arnold Strongman Classic;Titan's Turntable;30.0;75.0;s;;;;;;;;;;
2020;Arnold Strongman Classic;Keg Toss;;;m;;15.0;15.0;[15.0];;;;;;
2020;Arnold Strongman Classic;Max Log Lift;;;kg;;;;;;;;;;
2020;Arnold Strongman Classic;Deadlift;;60.0;reps;;350.0;350.0;[350.0];;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;;s;reps;140.0;210.0;[140.0, 210.0];;;5;;5.0;
2020;Arnold Strongman Classic;Giant's Medley;;75.0;s;;125.0;455.0;[125.0, 455.0];;;3.0;;2;['boxes', 'yoke carry']
2020;Arnold Strongman Classic;Deadlift;;60.0;reps;;360.0;360.0;[360.0];Car deadlift;;;;;
2020;Arnold Strongman Classic;Flintstone Barbell;;;kg;;;;;;;;;;
2020;Arnold Strongman Classic;Bus Pull;30.0;75.0;s;;19000.0;19000.0;[19000.0];;;;;;
2020;Arnold Strongman Classic;Power Stairs;;75.0;s;reps;226.0;226.0;[226.0];;;9;;1;
2020;Arnold Strongman Classic;Atlas Stones;;60.0;s;reps;140.0;200.0;[140.0, 200.0];;;5;;5.0;
2020;Arnold Strongman Classic;Super Yoke;25.0;;s;;355.0;355.0;[355.0];;;;;;
2020;Arnold Strongman Classic;Africa Stone;;;m;;175.0;175.0;[175.0];;;;;;
2020;Arnold Strongman Classic;Power Stairs;;;s;stairs;200.0;200.0;[200.0];;;24.0;;;
2020;Arnold Strongman Classic;Basque Circle;;;;;350.0;350.0;[350.0];;;;;;
2020;Arnold Strongman Classic;Axle Press;;75.0;reps;;120.0;120.0;[120.0];;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;;s;reps;95.0;160.0;[95.0, 160.0];;;5;;5.0;
2020;Arnold Strongman Classic;Tire Flip;;25.0;s;;400.0;400.0;[400.0];;;;;;
2020;Arnold Strongman Classic;Africa Stone;;;m;;175.0;175.0;[175.0];;;;;;
2020;Arnold Strongman Classic;Deadlift Hold;;;s;;;;;;;;;;
2020;Arnold Strongman Classic;Basque Circle;;;;;350.0;350.0;[350.0];;;;;;
2020;Arnold Strongman Classic;Fingal's Fingers;;;s;reps;200.0;300.0;[200.0, 300.0];;;5;;5.0;
2020;Arnold Strongman Classic;Atlas Stones;;;s;reps;95.0;160.0;[95.0, 160.0];;;5;;5.0;
2020;Arnold Strongman Classic;Tire Flip;;25.0;s;m;400.0;400.0;[400.0];;;;;;
2020;Arnold Strongman Classic;Africa Stone;;;m;;175.0;175.0;[175.0];;;;;;
2020;Arnold Strongman Classic;Power Stairs;;;s;stairs;200.0;200.0;[200.0];;;24.0;;;
2020;Arnold Strongman Classic;Basque Circle;;;;;350.0;350.0;[350.0];;;;;;
2020;Arnold Strongman Classic;Axle Press;;75.0;reps;;120.0;120.0;[120.0];;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;;s;reps;95.0;160.0;[95.0, 160.0];;;5.0;;5.0;
2020;Arnold Strongman Classic;Super Yoke;25.0;;s;m;355.0;355.0;[355.0];;;;;;
2020;Arnold Strongman Classic;Africa Stone;;;m;;175.0;175.0;[175.0];;;;;;
2020;Arnold Strongman Classic;Deadlift Hold;;;s;;;;;;;;;;
2020;Arnold Strongman Classic;Basque Circle;;;;;350.0;350.0;[350.0];;;;;;
2020;Arnold Strongman Classic;Fingal's Fingers;;;s;reps;200.0;300.0;[200.0, 300.0];;;5.0;;5.0;
2020;Arnold Strongman Classic;Atlas Stones;;;s;reps;95.0;160.0;[95.0, 160.0];;;5;;5.0;
2020;Arnold Strongman Classic;Tire Flip;25.0;;s;;400.0;400.0;[400.0];;;;;;
2020;Arnold Strongman Classic;Africa Stone;;;m;;175.0;175.0;[175.0];;;;;;
2020;Arnold Strongman Classic;Power Stairs;;;s;stairs;200.0;200.0;[200.0];;;24.0;;;
2020;Arnold Strongman Classic;Basque Circle;;;;;350.0;350.0;[350.0];;;;;;
2020;Arnold Strongman Classic;Axle Press;;75.0;reps;;120.0;120.0;[120.0];;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;;s;reps;95.0;160.0;[95.0, 160.0];;;5;;5.0;
2020;Arnold Strongman Classic;Carry & Drag;;;s;m;;;;;;;;;
2020;Arnold Strongman Classic;Arm Over Arm Pull;;;s;;;;;;;;;;
2020;Arnold Strongman Classic;Africa Stone;;;m;;175.0;175.0;[175.0];;;;;;
2020;Arnold Strongman Classic;Max Deadlift;;;kg;;;;;;;;;;
2020;Arnold Strongman Classic;Conan's Wheel;;;;;;;;;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;;s;reps;100.0;160.0;[100.0, 160.0];;;5.0;;5.0;
2020;Arnold Strongman Classic;Carry & Drag;;;s;m;;;;;;;;;
2020;Arnold Strongman Classic;Fingal's Fingers;;;s;reps;;;;;;4;;;
2020;Arnold Strongman Classic;Arm Over Arm Pull;;;s;;;;;;;;;;
2020;Arnold Strongman Classic;Hercules Hold;;;s;;;;;;;;;;
2020;Arnold Strongman Classic;Max Deadlift;;;kg;;;;;;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;;s;reps;100.0;160.0;[100.0, 160.0];;;5.0;;5.0;
2020;Arnold Strongman Classic;Carry & Flip;;;s;m;;;;;;;;;
2020;Arnold Strongman Classic;Arm Over Arm Pull;;;s;;;;;;;;;;
2020;Arnold Strongman Classic;Africa Stone;;;m;;175.0;175.0;[175.0];;;;;;
2020;Arnold Strongman Classic;Max Deadlift;;;kg;;;;;;;;;;
2020;Arnold Strongman Classic;Conan's Wheel;;;;;;;;;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;;s;reps;100.0;160.0;[100.0, 160.0];;;5;;5.0;
2020;Arnold Strongman Classic;Carry & Drag;;;s;m;;;;;;;;;
2020;Arnold Strongman Classic;Train Pull;;;s;;;;;;;;;;
2020;Arnold Strongman Classic;Africa Stone;;;m;;175.0;175.0;[175.0];;;;;;
2020;Arnold Strongman Classic;Max Deadlift;;;kg;;;;;;;;;;
2020;Arnold Strongman Classic;Conan's Wheel;;;;;;;;;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;;s;reps;100.0;160.0;[100.0, 160.0];;;5.0;;5.0;
2020;Arnold Strongman Classic;Carry & Flip;;;s;;;;;;;;;;
2020;Arnold Strongman Classic;Fingal's Fingers;;;s;reps;;;;;;5;;;
2020;Arnold Strongman Classic;Arm Over Arm Pull;;;s;;;;;;;;;;
2020;Arnold Strongman Classic;Hercules Hold;;;s;;;;;;;;;;
2020;Arnold Strongman Classic;Max Deadlift;;;kg;;;;;;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;;s;reps;100.0;160.0;[100.0, 160.0];;;5;;5.0;
2020;Arnold Strongman Classic;Carry & Drag;35.0;75.0;m;;120.0;300.0;[120.0, 300.0];;;;;2;"[""farmer's walk"", 'chain drag']"
2020;Arnold Strongman Classic;Weight Throw;;;m;;25.0;25.0;[25.0];;2.0;0;;0;[]
2020;Arnold Strongman Classic;Fingal's Fingers;;75.0;s;reps;200.0;300.0;[200.0, 300.0];;;5;;5.0;
2020;Arnold Strongman Classic;Car Pull;25.0;60.0;s;m;1500.0;1500.0;[1500.0];;;;;;
2020;Arnold Strongman Classic;Viking Press;;;reps;;121.0;121.0;[121.0];;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;75.0;s;reps;100.0;160.0;[100.0, 160.0];;;5.0;;5.0;
2020;Arnold Strongman Classic;Carry & Flip;35.0;75.0;s;;120.0;400.0;[120.0, 400.0];;;;;2;"[""farmer's walk"", 'tire flip']"
2020;Arnold Strongman Classic;Max Log Lift;;;kg;;;;;;;;;;
2020;Arnold Strongman Classic;Fingal's Fingers;;75.0;s;reps;200.0;300.0;[200.0, 300.0];;;5.0;;5.0;
2020;Arnold Strongman Classic;Truck Pull;30.0;75.0;s;;16000.0;16000.0;[16000.0];;;;;;
2020;Arnold Strongman Classic;Conan's Wheel;;;;;300.0;300.0;[300.0];;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;75.0;s;reps;100.0;160.0;[100.0, 160.0];;;5;;5.0;
2020;Arnold Strongman Classic;Carry & Drag;35.0;75.0;s;m;120.0;300.0;[120.0, 300.0];;;;;2;"[""farmer's walk"", 'chain drag']"
2020;Arnold Strongman Classic;Weight Throw;;;m;;25.0;25.0;[25.0];;2.0;0;;0;[]
2020;Arnold Strongman Classic;Fingal's Fingers;;75.0;s;reps;200.0;300.0;[200.0, 300.0];;;5;;5.0;
2020;Arnold Strongman Classic;Car Pull;25.0;60.0;s;m;1500.0;1500.0;[1500.0];;;;;;
2020;Arnold Strongman Classic;Conan's Wheel;;;;;300.0;300.0;[300.0];;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;75.0;s;reps;100.0;160.0;[100.0, 160.0];;;5;;5.0;
2020;Arnold Strongman Classic;Carry & Flip;35.0;75.0;s;;120.0;400.0;[120.0, 400.0];;;;;2;"[""farmer's walk"", 'tire flip']"
2020;Arnold Strongman Classic;Weight Throw;;;m;;25.0;25.0;[25.0];;2.0;0;;0;[]
2020;Arnold Strongman Classic;Fingal's Fingers;;75.0;s;reps;200.0;300.0;[200.0, 300.0];;;5;;5.0;
2020;Arnold Strongman Classic;Car Pull;25.0;60.0;s;m;1500.0;1500.0;[1500.0];;;;;;
2020;Arnold Strongman Classic;Viking Press;;;reps;;121.0;121.0;[121.0];;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;75.0;s;reps;100.0;160.0;[100.0, 160.0];;;5;;5.0;
2020;Arnold Strongman Classic;Carry & Drag;35.0;75.0;s;m;120.0;300.0;[120.0, 300.0];;;;;2;"[""farmer's walk"", 'chain drag']"
2020;Arnold Strongman Classic;Max Log Lift;;;kg;;;;;;;;;;
2020;Arnold Strongman Classic;Fingal's Fingers;;75.0;s;reps;200.0;300.0;[200.0, 300.0];;;5;;5.0;
2020;Arnold Strongman Classic;Truck Pull;30.0;75.0;s;m;16000.0;16000.0;[16000.0];;;;;;
2020;Arnold Strongman Classic;Conan's Wheel;;;;;300.0;300.0;[300.0];;;;;;
2020;Arnold Strongman Classic;Atlas Stones;;75.0;s;reps;100.0;160.0;[100.0, 160.0];;;5;;5.0;
2020;Arnold Strongman Classic;Farmer's Walk;70.0;75.0;s;m;120.0;120.0;[120.0];;;;;;
2020;Arnold Strongman Classic;Squat Lift;;75.0;s;reps;245.0;345.0;[245.0, 345.0];;;7.0;;1;['']
2020;Arnold Strongman Classic;Train Pull;16.0;75.0;s;;16000.0;16000.0;[16000.0];;;;;;
